X,Y,storeNumber,storeType,address,city,state,zip,phone,playplace,driveThru,archCard,freeWifi,storeUrl
-87.809884,41.690509999999996,3796,FREESTANDING,11050 SOUTHWEST HIGHWAY,PALOS HILLS,IL,60465-2322,(708)974-3838,N,Y,Y,Y,http://www.mcillinois.com/3796
-87.73701700000001,41.755174,11290,MALL,7601 S. CICERO,CHICAGO,IL,60652-1022,(773)284-9865,N,N,Y,N,http://www.mcillinois.com/11290
-87.79936,41.751233,11627,FREESTANDING,7701 SOUTH HARLEM,BRIDGEVIEW,IL,60455,(708)430-9520,N,Y,Y,Y,http://www.mcillinois.com/11627
-87.771865,41.72006,5745,FREESTANDING,6034 W 95TH ST,OAK LAWN,IL,60453-2734,(708)430-6934,N,Y,Y,Y,http://www.mcillinois.com/5745
-87.722199,41.770089,3883,FREESTANDING,6737 SOUTH PULASKI AVENUE,CHICAGO,IL,60629-4152,(773)284-9350,Y,Y,Y,Y,http://www.mcillinois.com/3883
-87.817401,41.747994,5452,FREESTANDING,7920 WEST 79TH ST,BRIDGEVIEW,IL,60455,(708)496-1777,N,Y,Y,Y,http://www.mcillinois.com/5452
-87.68339499999999,41.751294,10720,FREESTANDING,7832 S WESTERN,CHICAGO,IL,60620-5822,(773)476-1196,N,Y,Y,Y,http://www.mcillinois.com/10720
-87.810009,41.719094,33519,FREESTANDING,7620 W. 95TH ST.,HICKORY HILLS,IL,60457,(708)237-4650,N,Y,Y,Y,http://www.mcillinois.com/33519
-87.798351,41.734376,26673,FREESTANDING,8611 S. HARLEM AVENUE,BRIDGEVIEW,IL,60455,(708)599-1750,Y,Y,Y,Y,http://www.mcillinois.com/26673
-87.742077,41.785959000000005,24966,AIRPORT,5700 S CICERO AVENUE (MIDWAY AIRPORT #1),CHICAGO,IL,60638,(773)767-1041,N,N,Y,N,http://www.mcillinois.com/24966
-88.840067,41.35589,2242,FREESTANDING,127 E NORRIS DR,OTTAWA,IL,61350-1514,(815)434-3141,N,Y,Y,Y,http://www.mcillinois.com/2242
-88.732723,40.741882000000004,17694,FREESTANDING,504 HOSELTON DR.,CHENOA,IL,61726,(815)945-2222,Y,Y,Y,Y,http://www.mcillinois.com/17694
-88.836342,41.138059000000005,2238,FREESTANDING,1602 N BLOOMINGTON,STREATOR,IL,61364,(815)672-1003,N,Y,Y,Y,http://www.mcillinois.com/2238
-88.844015,41.378078,31593,WAL*MART,4041 VETERANS DRIVE(W*M#852),OTTAWA,IL,61350,(815)433-6160,N,N,Y,N,http://www.mcillinois.com/31593
-88.643025,40.873148,3996,FREESTANDING,USHY 66 & RT 116,PONTIAC,IL,61764,(815)842-2522,N,Y,Y,Y,http://www.mcillinois.com/3996
-87.848995,41.508115999999994,5442,FREESTANDING,21011 S. LAGRANGE ROAD,FRANKFORT,IL,60423-7753,(815)469-6300,Y,Y,Y,Y,http://www.mcillinois.com/5442
-87.795949,41.601773,10745,FREESTANDING,15920 S HARLEM,TINLEY PARK,IL,60477-1610,(708)614-0843,Y,Y,Y,Y,http://www.mcillinois.com/10745
-87.792845,41.578181,3485,FREESTANDING,17171 SOUTH HARLEM AVENUE,TINLEY PARK,IL,60477-3369,(708)429-4616,N,Y,Y,Y,http://www.mcillinois.com/3485
-87.841185,41.601941,7040,FREESTANDING,9110 W. 159TH ST.,ORLAND PARK,IL,60462-5648,(708)349-3616,N,Y,Y,Y,http://www.mcillinois.com/7040
-87.893058,41.600215000000006,20313,FREESTANDING,11241 W 159TH STREET,ORLAND PARK,IL,60467,(708)403-3566,Y,Y,Y,Y,http://www.mcillinois.com/20313
-87.853216,41.626965000000006,3754,FREESTANDING,14445 SOUTH LAGRANGE ROAD,ORLAND PARK,IL,60462-2505,(708)349-8434,N,Y,Y,Y,http://www.mcillinois.com/3754
-89.117689,41.33811,2053,FREESTANDING,924 SHOOTING PARK RD,PERU,IL,61354-1874,(815)223-5216,N,Y,Y,Y,http://www.mcillinois.com/2053
-88.447666,41.617857,14843,FREESTANDING,2007 S BRIDGE ST,YORKVILLE,IL,60560,(630)553-1893,N,Y,Y,Y,http://www.mcillinois.com/14843
-89.07854300000001,41.296136,12229,FREESTANDING,115 N LEWIS AVE,OGLESBY,IL,61348-9772,(815)883-8989,N,Y,Y,Y,http://www.mcillinois.com/12229
-89.12700000000001,41.369074,11358,FREESTANDING,5251 TROMPETER ROAD,PERU,IL,61354-9616,(815)223-5600,N,Y,Y,Y,http://www.mcillinois.com/11358
-89.009169,41.370038,32193,TRAVEL CNTR,3020 E. 8TH ROAD,UTICA,IL,61373,(815)667-9969,N,Y,Y,Y,http://www.mcillinois.com/32193
-87.97277700000001,41.773406,6606,FREESTANDING,31 E 63RD ST,WESTMONT,IL,60559-2601,(630)968-3868,Y,Y,Y,Y,http://www.mcillinois.com/6606
-87.964866,41.752496,1494,FREESTANDING,809 PLAINFIELD RD,DARIEN,IL,60561-4215,(630)969-7690,N,Y,Y,Y,http://www.mcillinois.com/1494
-87.945518,41.717484000000006,5137,FREESTANDING,10 SOUTH 710 KINGERY HWY,WILLOWBROOK,IL,60527,(630)325-4060,N,Y,Y,Y,http://www.mcillinois.com/5137
-88.039479,41.751109,3243,FREESTANDING,2310 W 75TH ST,WOODRIDGE,IL,60517-2301,(630)852-3546,Y,Y,Y,Y,http://www.mcillinois.com/3243
-88.03224399999999,41.726639,34979,FREESTANDING,840 E BOUGHTON ROAD,BOLINGBROOK,IL,60440,(630)783-1629,N,Y,Y,Y,
-88.115586,41.749696,5209,FREESTANDING,1298 S NAPER BLVD,NAPERVILLE,IL,60540-8312,(630)961-9660,N,Y,Y,Y,http://www.mcillinois.com/5209
-88.206929,41.759522,4513,FREESTANDING,4440 FOX VALLEY SHCTR,AURORA,IL,60507,(630)851-8080,N,Y,Y,Y,http://www.mcillinois.com/4513
-88.16365400000001,41.747104,16661,FREESTANDING,892 W 75TH ST,NAPERVILLE,IL,60540,(630)527-8547,Y,Y,Y,Y,http://www.mcillinois.com/16661
-88.21316999999999,41.758691999999996,24819,MALL,188 FOX VALLEY CTR,AURORA,IL,60504,(630)499-0516,N,N,Y,Y,http://www.mcillinois.com/24819
-88.44443000000001,41.658085,4188,FREESTANDING,3 W VETERANS PKY,YORKVILLE,IL,60560,(630)553-9393,N,Y,Y,Y,http://www.mcillinois.com/4188
-87.722534,41.797153,22338,FREESTANDING,5253 S PULASKI,CHICAGO,IL,60632,(773)284-9684,N,Y,Y,Y,http://www.mcillinois.com/22338
-87.68319,41.77516,32057,FREESTANDING,65TH & WESTERN,CHICAGO,IL,60636,(773)434-6048,N,Y,Y,Y,http://www.mcillinois.com/32057
-87.703214,41.788561,335,FREESTANDING,5733 S KEDZIE AVE,CHICAGO,IL,60639,(773)471-1858,Y,Y,Y,Y,http://www.mcillinois.com/335
-88.805176,40.643667,29420,GAS STATION,1744 PJ KELLER DR.,LEXINGTON,IL,61753,(309)365-8833,N,Y,Y,Y,http://www.mcillinois.com/29420
-89.027251,40.736610999999996,15655,FREESTANDING,664 W MAIN STREET,EL PASO,IL,61738,(309)527-7700,Y,Y,Y,Y,http://www.mcillinois.com/15655
-88.376221,40.456509999999994,12180,FREESTANDING,801 S SANGAMON,GIBSON CITY,IL,60936-1746,(217)784-4269,N,Y,Y,Y,http://www.mcillinois.com/12180
-89.211934,41.328401,15672,FREESTANDING,800 W DAKOTA ST,SPRING VALLEY,IL,61362,(815)663-7001,N,Y,Y,Y,http://www.mcillinois.com/15672
-89.067297,41.553852,15712,FREESTANDING,2701 E. 12TH ST.,MENDOTA,IL,61342,(815)538-6012,N,Y,Y,Y,http://www.mcillinois.com/15712
-88.25175,41.737502,16669,GAS STATION,2595 OGDEN AVE,AURORA,IL,60504,(630)585-8283,N,Y,Y,Y,http://www.mcillinois.com/16669
-88.38105300000001,41.686129,31728,FREESTANDING,3417 ORCHARD WAY,OSWEGO,IL,60543,(630)554-6163,N,Y,Y,Y,http://www.mcillinois.com/31728
-89.12991,41.547851,5291,FREESTANDING,1413 WASHINGTON ST.,MENDOTA,IL,61342-1470,(815)539-5440,N,Y,Y,Y,http://www.mcillinois.com/5291
-89.46765400000001,41.396479,3900,FREESTANDING,RT 26 & I 80,PRINCETON,IL,61356,(815)872-2281,N,Y,Y,Y,http://www.mcillinois.com/3900
-87.626213,41.889866999999995,4444,STOREFRONT,405 N WABASH RIVER PLZ,CHICAGO,IL,60611,(312)645-0818,N,N,Y,Y,http://www.mcillinois.com/4444
-87.624289,41.88625,25088,STOREFRONT,233 N MICHIGAN,CHICAGO,IL,60601,(312)540-0721,N,N,Y,Y,http://www.mcillinois.com/25088
-87.63060899999999,41.88095,31049,STOREFRONT,23 S. CLARK,CHICAGO,IL,60603,(312)580-0214,N,N,Y,Y,http://www.mcillinois.com/31049
-87.62623,41.87957,28128,STOREFRONT,WABASH & ADAMS,CHICAGO,IL,60603,(773)218-8516,N,N,Y,N,http://www.mcillinois.com/28128
-87.63158100000001,41.893069,6676,FREESTANDING,600 N CLARK,CHICAGO,IL,60610-3702,(312)867-0455,N,Y,Y,Y,http://www.mcillinois.com/6676
-87.640697,41.882211,10175,STOREFRONT,500 W MADISON ST,CHICAGO,IL,60661,(312)906-8077,N,N,Y,Y,http://www.mcillinois.com/10175
-87.63362099999999,41.879502,4061,STOREFRONT,180 W ADAMS,CHICAGO,IL,60603-3602,(312)580-0773,N,N,Y,Y,http://www.mcillinois.com/4061
-87.640135,41.878729,13838,BUS/TRAIN,225 S. CANAL ST.,CHICAGO,IL,60606,(312)627-9234,N,N,Y,Y,http://www.mcillinois.com/13838
-87.66194200000001,41.885668,33426,FREESTANDING,LAKE AND OGDEN,CHICAGO,IL,60607,(312)243-0312,N,Y,N,Y,
-87.61680600000001,41.847136,5708,FREESTANDING,2525 S MARTIN LUTHER KING DR,CHICAGO,IL,60616,(312)842-8643,N,Y,Y,Y,http://www.mcillinois.com/5708
-87.63081600000001,41.885918,11102,STOREFRONT,201 N CLARK,CHICAGO,IL,60601,(312)580-0216,N,N,Y,Y,http://www.mcillinois.com/11102
-87.617628,41.893978999999995,7690,STOREFRONT,645 N MCCLURG CT,CHICAGO,IL,60611-3000,(312)944-5665,N,N,Y,Y,http://www.mcillinois.com/7690
-87.634316,41.888872,31591,MALL,300 N WELLS -MERCH MR (SPACES 205 & 207),CHICAGO,IL,60654,(312)644-2090,N,N,Y,Y,http://www.mcillinois.com/31591
-87.641418,41.880933,7747,STOREFRONT,555 W MADISON,CHICAGO,IL,60606,(312)902-2600,N,N,Y,Y,http://www.mcillinois.com/7747
-87.615184,41.849998,21097,RECREATION,MCCORMICK PLACE,CHICAGO,IL,60616,(312)328-0682,N,N,Y,N,http://www.mcillinois.com/21097
-87.626041,41.883662,30930,STOREFRONT,119 NORTH WABASH,CHICAGO,IL,60602,(312)977-1970,N,N,Y,Y,http://www.mcillinois.com/30930
-87.60889399999999,41.891668,15921,RECREATION,600 E GRAND AVE,CHICAGO,IL,60611,(312)832-1640,N,N,Y,N,http://www.mcillinois.com/15921
-87.631736,41.877966,20104,STOREFRONT,111 W JACKSON,CHICAGO,IL,60604,(312)922-4298,N,N,Y,Y,http://www.mcillinois.com/20104
-87.63647399999999,41.883103000000006,20518,STOREFRONT,29 N. WACKER,CHICAGO,IL,60606,(312)456-4307,N,N,Y,Y,http://www.mcillinois.com/20518
-87.617194,41.866201000000004,7463,MUSEUM,ROOSEVELT & LAKE SHORE DRIVE,CHICAGO,IL,60605,(312)588-1229,N,N,Y,N,http://www.mcillinois.com/7463
-87.629301,41.884606,6491,STOREFRONT,36 W RANDOLPH,CHICAGO,IL,60601-3516,(312)759-2128,N,N,Y,Y,http://www.mcillinois.com/6491
-87.627466,41.878586,5185,STOREFRONT,230 S STATE ST,CHICAGO,IL,60604-2004,(312)786-1855,N,N,Y,Y,http://www.mcillinois.com/5185
-87.62765999999999,41.896974,3661,FREESTANDING,10 E CHICAGO AVE,CHICAGO,IL,60611-2009,(312)649-9262,N,Y,Y,Y,http://www.mcillinois.com/3661
-87.635136,41.878025,26364,STOREFRONT,233 W JACKSON,CHICAGO,IL,60606,(312)583-0682,N,N,Y,Y,http://www.mcillinois.com/26364
-87.634587,41.911053,14173,STOREFRONT,1563 N WELLS (SATELLITE),CHICAGO,IL,60610,(312)266-2633,N,N,Y,Y,http://www.mcillinois.com/14173
-87.660954,41.858474,13087,FREESTANDING,1664 S BLUE ISLAND,CHICAGO,IL,60608,(312)226-1448,N,Y,Y,Y,http://www.mcillinois.com/13087
-87.67756800000001,41.895658000000005,7788,FREESTANDING,2005 W CHICAGO AVE,CHICAGO,IL,60622-5549,(312)226-4818,N,Y,Y,Y,http://www.mcillinois.com/7788
-87.687428,41.852269,5702,FREESTANDING,2438 W CERMAK,CHICAGO,IL,60623,(773)927-8643,Y,Y,Y,Y,http://www.mcillinois.com/5702
-87.68602299999999,41.881901,6818,FREESTANDING,23 N WESTERN AVENUE,CHICAGO,IL,60612-2200,(312)243-3599,N,Y,Y,Y,http://www.mcillinois.com/6818
-87.68859499999999,41.823377,2505,FREESTANDING,3867 ARCHER AVE,CHICAGO,IL,60632-1005,(773)254-1575,Y,Y,Y,Y,http://www.mcillinois.com/2505
-87.621177,41.830839000000005,25000,FREESTANDING,207 E 35TH ST,CHICAGO,IL,60653,(312)842-3986,N,Y,Y,Y,http://www.mcillinois.com/25000
-87.64679,41.83897,17974,STOREFRONT,3020 S HALSTED ST (SATELLITE),CHICAGO,IL,60608,(312)949-9774,N,N,Y,Y,http://www.mcillinois.com/17974
-87.665483,41.817933000000004,4184,FREESTANDING,4158 S ASHLAND,CHICAGO,IL,60609-2330,(773)847-2763,N,Y,Y,Y,http://www.mcillinois.com/4184
-87.706172,41.866664,7466,FREESTANDING,3200 WEST ROOSEVELT,CHICAGO,IL,60624-4332,(773)533-5336,N,Y,Y,Y,http://www.mcillinois.com/7466
-87.66227099999999,41.808959,6494,FREESTANDING,1454 W 47TH ST,CHICAGO,IL,60609-3235,(773)890-1004,Y,Y,Y,Y,http://www.mcillinois.com/6494
-87.664521,41.777972999999996,4737,FREESTANDING,6336 S ASHLAND,CHICAGO,IL,60636-2725,(773)436-2519,N,Y,Y,Y,http://www.mcillinois.com/4737
-87.61532199999999,41.778883,27249,FREESTANDING,6355 S MARTIN LUTHER KING DR,CHICAGO,IL,60637,(773)947-9000,N,Y,Y,Y,http://www.mcillinois.com/27249
-87.622948,41.795039,6113,FREESTANDING,70 E GARFIELD,CHICAGO,IL,60615-4613,(773)924-0821,N,Y,Y,Y,http://www.mcillinois.com/6113
-87.587855,41.800792,27672,FREESTANDING,5200 S. LAKE PARK,CHICAGO,IL,60615,(773)288-2161,N,Y,Y,Y,http://www.mcillinois.com/27672
-87.632212,41.755288,812,FREESTANDING,7601 S VINCENNES AVENUE,CHICAGO,IL,60620-1622,(773)723-4700,N,Y,Y,Y,http://www.mcillinois.com/812
-87.607124,41.809867,7050,FREESTANDING,740 E 47TH ST,CHICAGO,IL,60653,(773)924-6070,N,Y,Y,Y,http://www.mcillinois.com/7050
-87.626965,41.768626,5682,FREESTANDING,6900 S LAFAYETTE,CHICAGO,IL,60621-3782,(773)994-0690,N,Y,Y,Y,http://www.mcillinois.com/5682
-87.643502,41.930713,912,FREESTANDING,2635 NORTH CLARK STREET,CHICAGO,IL,60614-1524,(773)549-6272,N,Y,Y,Y,http://www.mcillinois.com/912
-87.64925500000001,41.925619,24267,STOREFRONT,2400 N LINCOLN AVE (SATELLITE),CHICAGO,IL,60614,(773)388-3621,N,N,Y,Y,http://www.mcillinois.com/24267
-87.708259,41.909858,29307,FREESTANDING,3245 W. NORTH AVENUE,CHICAGO,IL,60641,(773)227-8928,N,Y,Y,Y,http://www.mcillinois.com/29307
-87.687046,41.91711,6771,FREESTANDING,1951 N WESTERN AVE,CHICAGO,IL,60647-4331,(773)276-2366,N,Y,Y,Y,http://www.mcillinois.com/6771
-87.709352,41.930408,2367,FREESTANDING,2707 N MILWAUKEE AVE,CHICAGO,IL,60647,(773)342-4052,N,Y,Y,Y,http://www.mcillinois.com/2367
-87.668848,41.933576,6888,FREESTANDING,2834 N ASHLAND AVE,CHICAGO,IL,60657-4042,(773)528-7503,Y,Y,Y,Y,http://www.mcillinois.com/6888
-87.728169,41.939252,3433,FREESTANDING,4038 W BELMONT AVE,CHICAGO,IL,60641-4702,(773)282-1960,N,Y,Y,Y,http://www.mcillinois.com/3433
-87.67193499999999,41.924743,22100,FREESTANDING,1737 W FULLERTON,CHICAGO,IL,60614,(773)244-4001,N,Y,Y,Y,http://www.mcillinois.com/22100
-87.74728499999999,41.945831,26230,FREESTANDING,3548-3550 N CICERO,CHICAGO,IL,60641,(773)283-0157,N,Y,Y,Y,http://www.mcillinois.com/26230
-88.293887,40.097945,15879,FREESTANDING,2909 W KIRBY AVE,CHAMPAIGN,IL,61820,(217)359-3856,Y,Y,Y,Y,http://www.mcillinois.com/15879
-88.368323,40.185468,21795,FREESTANDING,1006 PURNELL DR,MAHOMET,IL,61853,(217)590-2992,N,Y,Y,Y,http://www.mcillinois.com/21795
-88.277416,40.120573,2257,FREESTANDING,501 NORTH MATTIS,CHAMPAIGN,IL,61821,(217)359-0588,N,Y,Y,Y,http://www.mcillinois.com/2257
-88.25896,40.133444,35422,FREESTANDING,906 BLOOMINGTON ROAD,CHAMPAIGN,IL,61821,(217)355-4862,N,Y,N,Y,
-88.956287,40.488834000000004,12244,FREESTANDING,1610 E. EMPIRE,BLOOMINGTON,IL,61701,(309)663-8450,Y,Y,Y,Y,http://www.mcillinois.com/12244
-88.762345,40.342017999999996,21397,FREESTANDING,300 SUNSET DR,LEROY,IL,61752,(309)962-2073,N,Y,Y,Y,http://www.mcillinois.com/21397
-88.95616600000001,40.509879999999995,5716,FREESTANDING,1535 E. COLLEGE,NORMAL,IL,61761-2104,(309)454-4141,Y,Y,Y,Y,http://www.mcillinois.com/5716
-88.953475,40.471963,6393,FREESTANDING,2507 E. OAKLAND AVENUE,BLOOMINGTON,IL,61701-5837,(309)662-3114,Y,Y,Y,Y,http://www.mcillinois.com/6393
-88.918559,40.488985,34993,FREESTANDING,3102 E EMPIRE STREET,BLOOMINGTON,IL,61704,(309)661-2004,N,Y,N,Y,
-89.023461,40.48332,5119,FREESTANDING,525 BROCK DRIVE,BLOOMINGTON,IL,61701-2640,(309)829-8613,Y,Y,Y,Y,http://www.mcillinois.com/5119
-88.994414,40.503316,88,FREESTANDING,804 S MAIN ST,NORMAL,IL,61701,(309)452-4023,N,Y,Y,Y,http://www.mcillinois.com/88
-88.99168399999999,40.449357,13875,FREESTANDING,2410 S MAIN,BLOOMINGTON,IL,61701,(309)828-1616,N,Y,Y,Y,http://www.mcillinois.com/13875
-88.996802,40.530162,26619,GAS STATION,1607 N. MAIN STREET,NORMAL,IL,61761,(309)862-2277,N,Y,Y,Y,http://www.mcillinois.com/26619
-88.574286,40.023807,13711,FREESTANDING,306 S MARKET ST,MONTICELLO,IL,61856,(217)762-4910,Y,Y,Y,Y,http://www.mcillinois.com/13711
-89.373104,40.790879,16776,FREESTANDING,901 W MOUNT VERNON,METAMORA,IL,61548,(309)367-9333,Y,Y,Y,Y,http://www.mcillinois.com/16776
-89.493892,40.907169,32030,FREESTANDING,402 W. CLOVERDALE,CHILLICOTHE,IL,61523,(309)274-4070,Y,Y,Y,Y,http://www.mcillinois.com/32030
-89.429579,40.704139,3951,FREESTANDING,1400 WEST PEORIA STREET,WASHINGTON,IL,61571,(309)444-9312,Y,Y,Y,Y,http://www.mcillinois.com/3951
-89.620886,40.781935,3182,FREESTANDING,7720 N UNIVERSITY,PEORIA,IL,61614,(309)692-0712,Y,Y,Y,Y,http://www.mcillinois.com/3182
-89.594441,40.714727,1919,FREESTANDING,2205 N KNOXVILLE,PEORIA,IL,61603,(309)685-4759,Y,Y,Y,Y,http://www.mcillinois.com/1919
-89.614103,40.817448,32809,FREESTANDING,10701 N. KNOXVILLE,PEORIA,IL,61615,(309)243-1771,N,Y,Y,Y,http://www.mcillinois.com/32809
-89.65641,40.770487,15803,FREESTANDING,4007 W BARRING TRCE,PEORIA,IL,61615,(309)693-3540,Y,Y,Y,Y,http://www.mcillinois.com/15803
-89.55990200000001,40.715303999999996,6336,FREESTANDING,2920 NE ADAMS,PEORIA,IL,61603-2302,(309)686-0317,N,Y,Y,Y,http://www.mcillinois.com/6336
-89.630228,40.744163,18914,FREESTANDING,2320 W WAR MEMORIAL DRIVE,PEORIA,IL,61614,(309)679-9703,N,Y,Y,Y,http://www.mcillinois.com/18914
-89.612153,40.731421999999995,76,FREESTANDING,3600 UNIVERSITY,PEORIA,IL,61604,(309)685-9397,N,Y,Y,Y,http://www.mcillinois.com/76
-89.574598,40.732743,5668,FREESTANDING,3717 N PROSPECT,PEORIA HEIGHTS,IL,61614-7742,(309)686-1337,Y,Y,Y,Y,http://www.mcillinois.com/5668
-89.457397,40.706626,30793,WAL*MART,HWY. 24/HWY. 8 (W*M#1421),WASHINGTON,IL,61571,(309)745-3978,N,N,Y,Y,http://www.mcillinois.com/30793
-89.50761899999999,40.715808,27556,GAS STATION,113 EAST GATE DRIVE (STO),WASHINGTON,IL,61571,(309)698-5555,N,Y,Y,Y,http://www.mcillinois.com/27556
-89.535067,40.676442,13738,FREESTANDING,2601 E WASHINGTON,EAST PEORIA,IL,61611,(309)699-0721,Y,Y,Y,Y,http://www.mcillinois.com/13738
-89.464805,40.617176,6119,FREESTANDING,321 NORTH MORTON,MORTON,IL,61550-1524,(309)263-2402,Y,Y,Y,Y,http://www.mcillinois.com/6119
-89.610004,40.700086,13876,FREESTANDING,1017 W MAIN,PEORIA,IL,61615,(309)671-1017,N,Y,Y,Y,http://www.mcillinois.com/13876
-89.623351,40.695624,475,FREESTANDING,627 N WESTERN,WEST PEORIA,IL,61604,(309)676-1633,N,Y,Y,Y,http://www.mcillinois.com/475
-89.98939399999999,40.697359000000006,24835,GAS STATION,1008 E. FORT STREET,FARMINGTON,IL,61531,(309)245-9930,N,Y,Y,Y,http://www.mcillinois.com/24835
-89.67388299999999,40.645533,4528,FREESTANDING,1205 W GARFIELD,BARTONVILLE,IL,61607-1748,(309)697-9594,Y,Y,Y,Y,http://www.mcillinois.com/4528
-89.61842800000001,40.626419,13594,FREESTANDING,1124 WESLEY RD,NORTH PEKIN,IL,61554,(309)382-1434,N,Y,Y,Y,http://www.mcillinois.com/13594
-90.05683,40.294528,12886,FREESTANDING,270 E DEARBORN,HAVANA,IL,62644,(309)543-2422,N,Y,Y,Y,http://www.mcillinois.com/12886
-89.64784499999999,40.653264,15807,FREESTANDING,5600 S WASHINGTON ST,BARTONVILLE,IL,61607,(309)633-5600,N,Y,Y,Y,http://www.mcillinois.com/15807
-89.636829,40.565658,891,FREESTANDING,1013 COURT ST,PEKIN,IL,61554-4817,(309)347-5696,N,Y,Y,Y,http://www.mcillinois.com/891
-90.23741899999999,39.72348,1493,FREESTANDING,520 WEST MORTON,JACKSONVILLE,IL,62650-2875,(217)243-4221,Y,Y,Y,Y,http://www.mcillinois.com/1493
-89.59523399999999,40.538439000000004,30766,WAL*MART,3320 VETERANS DRIVE (W*M#603),PEKIN,IL,61554,(309)353-1240,N,N,Y,N,http://www.mcillinois.com/30766
-89.602434,40.546444,5780,FREESTANDING,3291 COURT ST,PEKIN,IL,61554-6208,(309)353-5880,Y,Y,Y,Y,http://www.mcillinois.com/5780
-89.56228,39.961034999999995,28783,TRAVEL CNTR,991 ANN RUTLEDGE DRIVE,WILLIAMSVILLE,IL,62693,(217)566-2011,N,Y,Y,Y,http://www.mcillinois.com/28783
-89.66869100000001,39.780538,168,FREESTANDING,1825 S MACARTHUR BLVD,SPRINGFIELD,IL,62704-4029,(217)546-5323,Y,Y,Y,Y,http://www.mcillinois.com/168
-89.661056,39.802728,1654,FREESTANDING,522 W JEFFERSON ST,SPRINGFIELD,IL,62702-5014,(217)544-9055,N,Y,Y,Y,http://www.mcillinois.com/1654
-89.642761,39.816645,6323,FREESTANDING,901 NORTH GRAND,SPRINGFIELD,IL,62702,(217)522-6670,N,Y,Y,Y,http://www.mcillinois.com/6323
-89.604235,39.830033,21553,FREESTANDING,2100 N DIRKSEN PKY,SPRINGFIELD,IL,62702,(217)544-0677,N,Y,Y,Y,http://www.mcillinois.com/21553
-89.648957,39.787436,11054,FREESTANDING,"501 S. GRAND AVENUE, EAST",SPRINGFIELD,IL,62703,(217)522-5866,N,Y,Y,Y,http://www.mcillinois.com/11054
-89.707336,39.751371999999996,12188,FREESTANDING,3420 FREEDOM DR,SPRINGFIELD,IL,62703,(217)793-1305,Y,Y,Y,Y,http://www.mcillinois.com/12188
-89.687362,39.7652,6469,FREESTANDING,3035 S CHATHAM RD,SPRINGFIELD,IL,62704,(217)546-9136,Y,Y,Y,Y,http://www.mcillinois.com/6469
-89.38764300000001,40.159395,2752,FREESTANDING,1109 HICKOX DR,LINCOLN,IL,62656,(217)732-9717,Y,Y,Y,Y,http://www.mcillinois.com/2752
-89.167311,40.312265000000004,13816,GAS STATION,400 MAIN STREET,MCLEAN,IL,61754,(309)874-2925,N,Y,Y,Y,http://www.mcillinois.com/13816
-88.975858,40.147538,6726,FREESTANDING,HIGHWAY 54 WEST,CLINTON,IL,61727,(217)935-8522,Y,Y,Y,Y,http://www.mcillinois.com/6726
-88.954826,39.919314,5617,FREESTANDING,109 LUCILE,FORSYTH,IL,62535,(217)875-7913,Y,Y,Y,Y,http://www.mcillinois.com/5617
-88.926012,39.874967,21638,FREESTANDING,2799 N 22ND ST,DECATUR,IL,62526,(217)425-2980,N,Y,Y,Y,http://www.mcillinois.com/21638
-88.931652,39.845876000000004,1001,FREESTANDING,1835 E EL DORADO,DECATUR,IL,62521-2125,(217)423-1775,N,Y,Y,Y,http://www.mcillinois.com/1001
-88.96942299999999,39.845875,3814,FREESTANDING,962 W ELDORADO,DECATUR,IL,62522-2162,(217)422-8149,N,Y,Y,Y,http://www.mcillinois.com/3814
-88.955551,39.877055,1627,FREESTANDING,3005 N WATER ST,DECATUR,IL,62526-2464,(217)877-9259,Y,Y,Y,Y,http://www.mcillinois.com/1627
-88.895524,39.907545,32545,TRAVEL CNTR,4030 EAST BOYD ROAD,DECATUR,IL,62521,(217)872-1974,N,Y,Y,Y,http://www.mcillinois.com/32545
-88.87866899999999,39.819682,5620,FREESTANDING,1909 MOUNT ZION RD,DECATUR,IL,62521-9718,(217)864-4937,Y,Y,Y,Y,http://www.mcillinois.com/5620
-89.607799,39.761235,4049,FREESTANDING,3151 DIRKSEN PARKWAY,SPRINGFIELD,IL,62703-4501,(217)529-1928,N,Y,Y,Y,http://www.mcillinois.com/4049
-89.604754,39.801373999999996,11630,FREESTANDING,3208 CLEAR LAKE,SPRINGFIELD,IL,62702-6200,(217)744-3550,N,Y,Y,Y,http://www.mcillinois.com/11630
-88.607963,39.600553999999995,11304,FREESTANDING,11 W JACKSON,SULLIVAN,IL,61951-1420,(217)728-2341,N,Y,Y,Y,http://www.mcillinois.com/11304
-88.80546600000001,39.406166,13477,FREESTANDING,1012 W MAIN ST,SHELBYVILLE,IL,62565,(217)774-2939,N,Y,Y,Y,http://www.mcillinois.com/13477
-88.548511,39.091633,25192,GAS STATION,2911 S BANKER (STO),EFFINGHAM,IL,62401,(217)342-4933,N,Y,Y,Y,http://www.mcillinois.com/25192
-88.531139,39.149167,27841,TRAVEL CNTR,USHY 45 & RICKELMAN,EFFINGHAM,IL,62401,(217)342-2605,N,Y,Y,Y,http://www.mcillinois.com/27841
-88.565942,39.139718,2887,FREESTANDING,1304 N KELLER DR,EFFINGHAM,IL,62401,(217)342-2355,N,Y,Y,Y,http://www.mcillinois.com/2887
